Name;Sex;Age;Height;Weight;Team;Sport;Event;Medal
"Andrew ""Andy"" Triggs Hodge";M;33;192;213,8483941;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Triyatno;M;24;161;169,7559417;Indonesia;Weightlifting;Weightlifting Men's Lightweight;Silver
Laura Rebecca Trott (-Kenny);F;20;164;123,4588667;Great Britain;Cycling;Cycling Women's Team Pursuit;Gold
Laura Rebecca Trott (-Kenny);F;20;164;123,4588667;Great Britain;Cycling;Cycling Women's Omnium;Gold
"De'Hashia Tonnek ""DeeDee"" Trotter";F;29;178;141,0958477;United States;Athletics;Athletics Women's 400 metres;Bronze
"De'Hashia Tonnek ""DeeDee"" Trotter";F;29;178;141,0958477;United States;Athletics;Athletics Women's 4 x 400 metres Relay;Gold
Denis Igorevich Tsargush;M;24;177;163,1420739;Russia;Wrestling;Wrestling Men's Middleweight, Freestyle;Bronze
Svetlana Kaspolatovna Tsarukayeva;F;24;162;136,6866024;Russia;Weightlifting;Weightlifting Women's Middleweight;Silver
Tseng Li-Cheng (Pei-Hua-);F;25;168;125,6634893;Chinese Taipei;Taekwondo;Taekwondo Women's Featherweight;Bronze
Alexandra Tsiavou;F;26;178;134,4819798;Greece;Rowing;Rowing Women's Lightweight Double Sculls;Bronze
Manuchar Tskhadaia;M;27;165;145,5050929;Georgia;Wrestling;Wrestling Men's Welterweight, Greco-Roman;Bronze
Jo-Wilfried Tsonga;M;27;188;200,6206584;France-1;Tennis;Tennis Men's Doubles;Silver
Blair Tuke;M;23;181;171,9605644;New Zealand;Sailing;Sailing Men's Skiff;Silver
Alina Arturovna Tumilovich;F;22;178;123,4588667;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Glenn Turner;M;28;179;180,7790548;Australia;Hockey;Hockey Men's Hockey;Bronze
"Elizabeth Kimberly ""Beth"" Tweddle";F;27;159;114,6403762;Great Britain;Gymnastics;Gymnastics Women's Uneven Bars;Bronze
"Georgina Sophie ""Georgie"" Twigg";F;21;170;136,6866024;Great Britain;Hockey;Hockey Women's Hockey;Bronze
Kohei Uchimura;M;23;160;119,0496215;Japan;Gymnastics;Gymnastics Men's Individual All-Around;Gold
Kohei Uchimura;M;23;160;119,0496215;Japan;Gymnastics;Gymnastics Men's Team All-Around;Silver
Kohei Uchimura;M;23;160;119,0496215;Japan;Gymnastics;Gymnastics Men's Floor Exercise;Silver
Vanja (Franjo-) Udovii;M;29;193;207,2345263;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Haruka Ueda;F;24;177;149,9143382;Japan;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Yoshie Ueno;F;29;164;138,8912251;Japan;Judo;Judo Women's Half-Middleweight;Bronze
Ivan Sergeyevich Ukhov;M;26;192;147,7097155;Russia;Athletics;Athletics Men's High Jump;Gold
Maider Unda Gonzlez de Audicana;F;35;176;158,7328286;Spain;Wrestling;Wrestling Women's Heavyweight, Freestyle;Bronze
Mikls Ungvri;M;31;176;167,5513191;Hungary;Judo;Judo Men's Half-Lightweight;Silver
Laura Emma Unsworth;F;24;157;121,2542441;Great Britain;Hockey;Hockey Women's Hockey;Bronze
Rigoberto Urn Urn;M;25;171;116,8449989;Colombia;Cycling;Cycling Men's Road Race, Individual;Silver
Uranchimegiin Mnkh-Erdene;M;30;174;141,0958477;Mongolia;Boxing;Boxing Men's Light-Welterweight;Bronze
Storm Uru;M;27;190;154,3235834;New Zealand;Rowing;Rowing Men's Lightweight Double Sculls;Bronze
Dmitry Arkadyevich Ushakov;M;23;177;141,0958477;Russia;Trampolining;Trampolining Men's Individual;Silver
Oleksandr Oleksandrovych Usik;M;25;191;200,6206584;Ukraine;Boxing;Boxing Men's Heavyweight;Gold
Bruno Uvini Bortolana;M;21;190;187,3929227;Brazil;Football;Football Men's Football;Silver
Antoine Valois-Fortier;M;22;190;178,5744322;Canada;Judo;Judo Men's Half-Middleweight;Bronze
Evi Van Acker;F;26;172;154,3235834;Belgium;Sailing;Sailing Women's One Person Dinghy;Bronze
Naomi Frances van As;F;28;179;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Gold
Cameron van der Burgh;M;24;185;187,3929227;South Africa;Swimming;Swimming Men's 100 metres Breaststroke;Gold
Robert Adriaan van der Horst;M;27;179;163,1420739;Netherlands;Hockey;Hockey Men's Hockey;Silver
Maikel Leonardus van der Vleuten;M;24;170;132,2773572;Netherlands;Equestrianism;Equestrianism Mixed Jumping, Team;Silver
Mink Alphons van der Weerden;M;23;178;182,9836775;Netherlands;Hockey;Hockey Men's Hockey;Silver
Margot van Geffen;F;22;172;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Gold
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven";F;44;172;123,4588667;Netherlands;Equestrianism;Equestrianism Mixed Dressage, Team;Bronze
Adam Joseph Van Koeverden;M;30;182;187,3929227;Canada;Canoeing;Canoeing Men's Kayak Singles, 1,000 metres;Silver
Caia Jaqueline van Maasakker;F;23;180;152,1189608;Netherlands;Hockey;Hockey Women's Hockey;Gold
Kitty van Male;F;24;170;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Gold
Dorian Benno Eric van Rijsselberge;M;23;189;165,3466965;Netherlands;Sailing;Sailing Men's Windsurfer;Gold
Charline Van Snick;F;21;157;105,8218858;Belgium;Judo;Judo Women's Extra-Lightweight;Bronze
Simon van Velthooven;M;23;185;202,825281;New Zealand;Cycling;Cycling Men's Keirin;Bronze
Peter William Vanderkaay;M;28;193;209,4391489;United States;Swimming;Swimming Men's 400 metres Freestyle;Bronze
"Jacob Stephen ""Jake"" Varner";M;26;185;211,6437715;United States;Wrestling;Wrestling Men's Heavyweight, Freestyle;Gold
Jacobine Liduina Veenhoven;F;28;183;158,7328286;Netherlands;Rowing;Rowing Women's Coxed Eights;Bronze
"Magdalena Johanna Maria ""Marleen"" Veldhuis";F;33;182;147,7097155;Netherlands;Swimming;Swimming Women's 50 metres Freestyle;Bronze
"Magdalena Johanna Maria ""Marleen"" Veldhuis";F;33;182;147,7097155;Netherlands;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Sofiya Aleksandrovna Velikaya;F;27;175;154,3235834;Russia;Fencing;Fencing Women's Sabre, Individual;Silver
Tonya Lynn Verbeek;F;34;165;121,2542441;Canada;Wrestling;Wrestling Women's Lightweight, Freestyle;Silver
Valentin Verga;M;22;180;191,8021679;Netherlands;Hockey;Hockey Men's Hockey;Silver
Klaas Theodoor Vermeulen;M;24;179;174,165187;Netherlands;Hockey;Hockey Men's Hockey;Silver
Maria Valentina Vezzali;F;38;164;119,0496215;Italy;Fencing;Fencing Women's Foil, Individual;Bronze
Maria Valentina Vezzali;F;38;164;119,0496215;Italy;Fencing;Fencing Women's Foil, Team;Gold
Frano Vian;M;36;192;207,2345263;Croatia;Water Polo;Water Polo Men's Water Polo;Gold
Jimmy Vicaut;M;20;188;182,9836775;France;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Nstor Vicente Vidrio Serrano;M;23;179;152,1189608;Mexico;Football;Football Men's Football;Gold
Brenda Villa;F;32;163;174,165187;United States;Water Polo;Water Polo Women's Water Polo;Gold
Aleksandr Nikolayevich Vinokurov;M;38;177;149,9143382;Kazakhstan;Cycling;Cycling Men's Road Race, Individual;Gold
Nina Gennadyevna Vislova;F;25;172;125,6634893;Russia;Badminton;Badminton Women's Doubles;Bronze
Roman Andreyevich Vlasov;M;21;175;165,3466965;Russia;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Gold
Kristina Vogel;F;21;160;145,5050929;Germany;Cycling;Cycling Women's Team Sprint;Gold
Aleksandr Aleksandrovich Volkov;M;27;210;198,4160358;Russia;Volleyball;Volleyball Men's Volleyball;Gold
Dana Whitney Vollmer (-Grant);F;24;185;149,9143382;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Dana Whitney Vollmer (-Grant);F;24;185;149,9143382;United States;Swimming;Swimming Women's 100 metres Butterfly;Gold
Dana Whitney Vollmer (-Grant);F;24;185;149,9143382;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Marina Ivanovna Volnova;F;22;170;;Kazakhstan;Boxing;Boxing Women's Middleweight;Bronze
Lyubov Mikhaylovna Volosova;F;29;165;138,8912251;Russia;Wrestling;Wrestling Women's Middleweight, Freestyle;Bronze
Igor Vori;M;31;202;244,7131108;Croatia;Handball;Handball Men's Handball;Bronze
Nataliya Vitalyevna Vorobyova;F;21;174;152,1189608;Russia;Wrestling;Wrestling Women's Heavyweight, Freestyle;Gold
Yevgeny Sergeyevich Voronov;M;26;193;191,8021679;Russia;Basketball;Basketball Men's Basketball;Bronze
Marianne Vos;F;25;169;130,0727346;Netherlands;Cycling;Cycling Women's Road Race, Individual;Gold
Shannon Vreeland;F;20;188;174,165187;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
"Jan Johannes ""Jur"" Vrieling";M;42;186;178,5744322;Netherlands;Equestrianism;Equestrianism Mixed Jumping, Team;Silver
Marina Vukevi-Raji;F;18;175;154,3235834;Montenegro;Handball;Handball Women's Handball;Silver
Drago Vukovi;M;28;194;198,4160358;Croatia;Handball;Handball Men's Handball;Bronze
Katrin Wagner-Augustin;F;34;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Keshorn Walcott;M;19;183;198,4160358;Trinidad and Tobago;Athletics;Athletics Men's Javelin Throw;Gold
Sarah Walker;F;24;176;163,1420739;New Zealand;Cycling;Cycling Women's BMX;Silver
Wallace Leandro de Souza;M;25;198;191,8021679;Brazil;Volleyball;Volleyball Men's Volleyball;Silver
Kerri Lee Walsh Jennings;F;33;191;160,9374513;United States-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Gold
Sally Ellen Walton;F;31;180;149,9143382;Great Britain;Hockey;Hockey Women's Hockey;Bronze
"Mary Abigail ""Abby"" Wambach";F;32;180;178,5744322;United States;Football;Football Women's Football;Gold
Wang Hao;M;28;175;171,9605644;China;Table Tennis;Table Tennis Men's Singles;Silver
Wang Hao;M;28;175;171,9605644;China;Table Tennis;Table Tennis Men's Team;Gold
Wang Hao;F;19;156;110,231131;China;Diving;Diving Women's Synchronized Platform;Gold
Wang Jue Gu;F;32;155;138,8912251;Singapore;Table Tennis;Table Tennis Women's Team;Bronze
Wang Mingjuan;F;26;150;105,8218858;China;Weightlifting;Weightlifting Women's Flyweight;Gold
Wang Yihan;F;24;178;143,3004703;China;Badminton;Badminton Women's Singles;Silver
Wang Zhen;M;20;180;136,6866024;China;Athletics;Athletics Men's 20 kilometres Walk;Bronze
Wang Zhiwei;M;24;178;169,7559417;China;Shooting;Shooting Men's Free Pistol, 50 metres;Bronze
"Mitchell ""Mitch"" Watt";M;24;184;182,9836775;Australia;Athletics;Athletics Men's Long Jump;Silver
Franziska Weber;F;23;176;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Gold
Franziska Weber;F;23;176;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
"Rowena ""Rowie"" Webster";F;24;178;176,3698096;Australia;Water Polo;Water Polo Women's Water Polo;Bronze
Wei Ning;F;29;167;132,2773572;China;Shooting;Shooting Women's Skeet;Silver
Richard Weinberger;M;22;184;158,7328286;Canada;Swimming;Swimming Men's 10 kilometres Open Water;Bronze
"Johannes-Maximilian ""Max"" Weinhold";M;30;196;220,462262;Germany;Hockey;Hockey Men's Hockey;Gold
Amanda Jo Weir (-Davis);F;26;188;169,7559417;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Warren Antonio Weir;M;22;178;165,3466965;Jamaica;Athletics;Athletics Men's 200 metres;Bronze
Kellie Wells;F;30;163;125,6634893;United States;Athletics;Athletics Women's 100 metres Hurdles;Bronze
Miriam Welte;F;25;171;147,7097155;Germany;Cycling;Cycling Women's Team Sprint;Gold
Lidewij Marsia Maria Welten;F;22;170;141,0958477;Netherlands;Hockey;Hockey Women's Hockey;Gold
Phillipp Wende;M;27;199;198,4160358;Germany;Rowing;Rowing Men's Quadruple Sculls;Gold
Lauren Ashley Wenger (-Trapani);F;28;191;169,7559417;United States;Water Polo;Water Polo Women's Water Polo;Gold
Benjamin We;M;26;176;158,7328286;Germany;Hockey;Hockey Men's Hockey;Gold
Timo We;M;30;175;163,1420739;Germany;Hockey;Hockey Men's Hockey;Gold
Andr Weels;M;30;196;185,1883001;Germany;Fencing;Fencing Men's Foil, Team;Bronze
Christopher Wesley;M;25;192;194,0067906;Germany;Hockey;Hockey Men's Hockey;Gold
Russell Westbrook, Jr.;M;23;191;187,3929227;United States;Basketball;Basketball Men's Basketball;Gold
Lisa Laetitia Westerhof;F;30;167;123,4588667;Netherlands;Sailing;Sailing Women's Two Person Dinghy;Bronze
Roderick Camiel Weusthof;M;30;183;194,0067906;Netherlands;Hockey;Hockey Men's Hockey;Silver
Lindsay Marie Whalen;F;30;175;158,7328286;United States;Basketball;Basketball Women's Basketball;Gold
Mary Rebecca Whipple;F;32;160;105,8218858;United States;Rowing;Rowing Women's Coxed Eights;Gold
Nicola White;F;24;172;143,3004703;Great Britain;Hockey;Hockey Women's Hockey;Bronze
Max Antony Whitlock;M;19;167;123,4588667;Great Britain;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Max Antony Whitlock;M;19;167;123,4588667;Great Britain;Gymnastics;Gymnastics Men's Pommelled Horse;Bronze
Tara Alice Whitten;F;32;166;147,7097155;Canada;Cycling;Cycling Women's Team Pursuit;Bronze
Lucinda Whitty;F;22;167;138,8912251;Australia;Sailing;Sailing Women's Three Person Keelboat;Silver
Rosemarie Whyte;F;25;174;143,3004703;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Jordyn Marie Wieber;F;17;157;114,6403762;United States;Gymnastics;Gymnastics Women's Team All-Around;Gold
Bradley Marc Wiggins;M;32;190;180,7790548;Great Britain;Cycling;Cycling Men's Individual Time Trial;Gold
Kristof Wilke;M;27;190;191,8021679;Germany;Rowing;Rowing Men's Coxed Eights;Gold
Lauren Wilkinson;F;22;180;165,3466965;Canada;Rowing;Rowing Women's Coxed Eights;Silver
Rhian Emilie Wilkinson;F;30;166;145,5050929;Canada;Football;Football Women's Football;Bronze
Deron Michael Williams;M;28;191;209,4391489;United States;Basketball;Basketball Men's Basketball;Gold
Lauryn Chenet Williams;F;28;160;147,7097155;United States;Athletics;Athletics Women's 4 x 100 metres Relay;Gold
"Robert ""Rob"" Williams";M;27;185;165,3466965;Great Britain;Rowing;Rowing Men's Lightweight Coxless Fours;Silver
Serena Jamika Williams;F;30;175;154,3235834;United States;Tennis;Tennis Women's Singles;Gold
Serena Jamika Williams;F;30;175;154,3235834;United States-1;Tennis;Tennis Women's Doubles;Gold
Shericka Nicola Williams;F;26;170;141,0958477;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Venus Ebony Starr Williams;F;32;185;165,3466965;United States-1;Tennis;Tennis Women's Doubles;Gold
Novlene Hilaire Williams-Mills;F;30;168;125,6634893;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Sam Willoughby;M;20;173;191,8021679;Australia;Cycling;Cycling Men's BMX;Silver
Nicola Wilson;F;35;177;141,0958477;Great Britain;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Silver
Peter Robert Russell Wilson;M;25;198;198,4160358;Great Britain;Shooting;Shooting Men's Double Trap;Gold
Elsie Windes;F;27;178;154,3235834;United States;Water Polo;Water Polo Women's Water Polo;Gold
Kasper Winther Jrgensen;M;27;182;160,9374513;Denmark;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
Matthias Witthaus;M;29;172;154,3235834;Germany;Hockey;Hockey Men's Hockey;Gold
Anita Wodarczyk;F;26;178;209,4391489;Poland;Athletics;Athletics Women's Hammer Throw;Silver
Won Wu-Yeong;M;30;182;167,5513191;South Korea;Fencing;Fencing Men's Sabre, Team;Gold
Wu Jingbiao;M;23;163;130,0727346;China;Weightlifting;Weightlifting Men's Bantamweight;Silver
Wu Jingyu;F;25;167;112,4357536;China;Taekwondo;Taekwondo Women's Flyweight;Gold
Wu Minxia;F;26;167;114,6403762;China;Diving;Diving Women's Springboard;Gold
Wu Minxia;F;26;167;114,6403762;China;Diving;Diving Women's Synchronized Springboard;Gold
Wu Yiwen;F;25;168;119,0496215;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Jacob Wukie;M;26;180;160,9374513;United States;Archery;Archery Men's Team;Silver
Mikaela Wulff;F;22;183;149,9143382;Finland;Sailing;Sailing Women's Three Person Keelboat;Bronze
Valentin Xristov Snezhev;M;18;156;123,4588667;Azerbaijan;Weightlifting;Weightlifting Men's Bantamweight;Bronze
Xu Anqi;F;20;182;167,5513191;China;Fencing;Fencing Women's epee, Team;Gold
Xu Chen;M;27;188;180,7790548;China-2;Badminton;Badminton Mixed Doubles;Silver
Xu Dongxiang;F;29;174;132,2773572;China;Rowing;Rowing Women's Lightweight Double Sculls;Silver
Xu Jing;F;21;169;154,3235834;China;Archery;Archery Women's Team;Silver
Xu Lijia;F;24;176;132,2773572;China;Sailing;Sailing Women's One Person Dinghy;Gold
Xu Lili;F;24;166;138,8912251;China;Judo;Judo Women's Half-Middleweight;Silver
Isabelle Yacoubou-Dehoui;F;26;190;229,2807525;France;Basketball;Basketball Women's Basketball;Silver
Brigitte Yage Enrique;F;31;162;108,0265084;Spain;Taekwondo;Taekwondo Women's Flyweight;Silver
Mai Yamaguchi;F;29;176;136,6866024;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
Koji Yamamuro;M;23;159;127,868112;Japan;Gymnastics;Gymnastics Men's Team All-Around;Silver
Yang Hak-Seon;M;19;159;116,8449989;South Korea;Gymnastics;Gymnastics Men's Horse Vault;Gold
Yang Kyong-Il;M;22;158;125,6634893;North Korea;Wrestling;Wrestling Men's Featherweight, Freestyle;Bronze
Kyoko Yano;F;28;165;132,2773572;Japan;Football;Football Women's Football;Silver
Ye Shiwen;F;16;173;141,0958477;China;Swimming;Swimming Women's 200 metres Individual Medley;Gold
Ye Shiwen;F;16;173;141,0958477;China;Swimming;Swimming Women's 400 metres Individual Medley;Gold
Yuliya Andreyevna Yefimova;F;20;178;141,0958477;Russia;Swimming;Swimming Women's 200 metres Breaststroke;Bronze
Yi Siling;F;23;165;112,4357536;China;Shooting;Shooting Women's Air Rifle, 10 metres;Gold
Tatsuhiro Yonemitsu;M;25;169;145,5050929;Japan;Wrestling;Wrestling Men's Welterweight, Freestyle;Gold
Saori Yoshida;F;29;157;121,2542441;Japan;Wrestling;Wrestling Women's Lightweight, Freestyle;Gold
Yu Dan;F;24;158;110,231131;China;Shooting;Shooting Women's Air Rifle, 10 metres;Bronze
Yu Seung-Min;M;29;178;158,7328286;South Korea;Table Tennis;Table Tennis Men's Team;Silver
Shinichi Yumoto;M;27;164;121,2542441;Japan;Wrestling;Wrestling Men's Featherweight, Freestyle;Bronze
Yun Seok-Yeong;M;22;183;167,5513191;South Korea;Football;Football Men's Football;Bronze
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-);F;32;175;134,4819798;Russia;Cycling;Cycling Women's Road Race, Individual;Bronze
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-);F;32;175;134,4819798;Russia;Cycling;Cycling Women's Individual Time Trial;Bronze
Nataliya Aleksandrovna Zabolotnaya;F;26;168;160,9374513;Russia;Weightlifting;Weightlifting Women's Heavyweight;Silver
Nicola Zagame;F;21;174;158,7328286;Australia;Water Polo;Water Polo Women's Water Polo;Bronze
Ilya Leonidovich Zakharov;M;21;177;154,3235834;Russia;Diving;Diving Men's Springboard;Gold
Ilya Leonidovich Zakharov;M;21;177;154,3235834;Russia;Diving;Diving Men's Synchronized Springboard;Silver
Florin Gelu Zalomir;M;31;184;171,9605644;Romania;Fencing;Fencing Men's Sabre, Team;Silver
Andrey Viktorovich Zamkovoy;M;25;174;152,1189608;Russia;Boxing;Boxing Men's Welterweight;Bronze
Arthur Nabarrete Zanetti;M;22;156;134,4819798;Brazil;Gymnastics;Gymnastics Men's Rings;Gold
Lucija Zaninovi;F;25;170;114,6403762;Croatia;Taekwondo;Taekwondo Women's Flyweight;Bronze
Yuliya Mikhaylovna Zaripova (Ivanova-, -Zarudneva-);F;26;175;154,3235834;Russia;Athletics;Athletics Women's 3,000 metres Steeplechase;Gold
Ivan Zaytsev;M;23;204;220,462262;Italy;Volleyball;Volleyball Men's Volleyball;Bronze
Christopher Zeller;M;27;185;196,2114132;Germany;Hockey;Hockey Men's Hockey;Gold
Philipp Zeller;M;29;183;191,8021679;Germany;Hockey;Hockey Men's Hockey;Gold
Zhang Chenglong;M;23;173;143,3004703;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Zhang Jike;M;24;178;154,3235834;China;Table Tennis;Table Tennis Men's Singles;Gold
Zhang Jike;M;24;178;154,3235834;China;Table Tennis;Table Tennis Men's Team;Gold
Zhang Nan;M;22;183;165,3466965;China-1;Badminton;Badminton Mixed Doubles;Gold
Zhang Yanquan;M;18;158;114,6403762;China;Diving;Diving Men's Synchronized Platform;Gold
Zhao Yunlei;F;25;173;132,2773572;China-1;Badminton;Badminton Mixed Doubles;Gold
Zhao Yunlei;F;25;173;132,2773572;China-1;Badminton;Badminton Women's Doubles;Gold
Zhou Lulu;F;24;175;293,2148085;China;Weightlifting;Weightlifting Women's Super-Heavyweight;Gold
Adrian Edward Zieliski;M;23;170;207,2345263;Poland;Weightlifting;Weightlifting Men's Light-Heavyweight;Gold
Stanka Zlateva Khristova;F;29;163;158,7328286;Bulgaria;Wrestling;Wrestling Women's Heavyweight, Freestyle;Silver
Andrija Zlati;M;34;178;165,3466965;Serbia;Shooting;Shooting Men's Air Pistol, 10 metres;Bronze
Urka olnir;F;30;173;141,0958477;Slovenia;Judo;Judo Women's Half-Middleweight;Gold
Epke Jan Zonderland;M;26;173;152,1189608;Netherlands;Gymnastics;Gymnastics Men's Horizontal Bar;Gold
Zou Kai;M;24;158;121,2542441;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
