N4m3;S3x;4g3;H31ght;W31ght;T34m;Sp0rt;3v3nt;M3d4l
Pieta Roberta van Dishoeck;F;28;178;165,3466965;Netherlands;Rowing;Rowing Women's Double Sculls;Silver
Pieta Roberta van Dishoeck;F;28;178;165,3466965;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Amy Deloris Van Dyken (-Rouen);F;27;183;163,1420739;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Gold
Amy Deloris Van Dyken (-Rouen);F;27;183;163,1420739;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven";F;32;172;123,4588667;Netherlands;Equestrianism;Equestrianism Mixed Dressage, Individual;Gold
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven";F;32;172;123,4588667;Netherlands;Equestrianism;Equestrianism Mixed Dressage, Team;Silver
"Willemina Cornelia Adriana ""Wilma"" van Hofwegen-van Rijn";F;29;184;160,9374513;Netherlands;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Jacinta Van Lint;F;22;179;152,1189608;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Eeke Geertruida van Nes;F;31;186;160,9374513;Netherlands;Rowing;Rowing Women's Double Sculls;Silver
Eeke Geertruida van Nes;F;31;186;160,9374513;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Wouter van Pelt;M;32;178;176,3698096;Netherlands;Hockey;Hockey Men's Hockey;Gold
Manon van Rooijen;F;18;178;147,7097155;Netherlands;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Dominique Van Roost (Monami-);F;27;171;123,4588667;Belgium;Tennis;Tennis Women's Doubles;Bronze
Diederik David van Weel;M;26;173;160,9374513;Netherlands;Hockey;Hockey Men's Hockey;Gold
Remco van Wijk;M;27;185;194,0067906;Netherlands;Hockey;Hockey Men's Hockey;Gold
Gella Vandecaveye;F;27;170;138,8912251;Belgium;Judo;Judo Women's Half-Middleweight;Bronze
Sverine Anne-Marie Vandenhende;F;26;170;138,8912251;France;Judo;Judo Women's Half-Middleweight;Gold
Zsolt Varga;M;28;193;211,6437715;Hungary;Water Polo;Water Polo Men's Water Polo;Gold
Attila Vri;M;24;200;205,0299037;Hungary;Water Polo;Water Polo Men's Water Polo;Gold
Benjamin Gabriel Jean Varonian;M;20;168;143,3004703;France;Gymnastics;Gymnastics Men's Horizontal Bar;Silver
Mara del Monte Vasc Pes Gallardo;F;24;157;99,2080179;Spain;Athletics;Athletics Women's 20 kilometres Walk;Bronze
Yelena Vasilyevna Vasilevskaya;F;22;176;149,9143382;Russia;Volleyball;Volleyball Women's Volleyball;Silver
Yekaterina Aleksandrovna Vasilyeva;F;24;172;145,5050929;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Yuliya Olegovna Vasilyeva;F;22;177;132,2773572;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Jugoslav Vasovi;M;26;196;191,8021679;Serbia and Montenegro;Water Polo;Water Polo Men's Water Polo;Bronze
Olga Petrovna Vasyukova;F;20;170;123,4588667;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Georgios Vazagkasvili;M;26;163;145,5050929;Georgia;Judo;Judo Men's Half-Lightweight;Bronze
Stephan Patrick Veen;M;30;180;149,9143382;Netherlands;Hockey;Hockey Men's Hockey;Gold
Myrna Veenstra;F;25;176;136,6866024;Netherlands;Hockey;Hockey Women's Hockey;Bronze
Erik K. Vendt;M;19;180;165,3466965;United States;Swimming;Swimming Men's 400 metres Individual Medley;Silver
"Johanna Annechien ""Anneke"" Venema";F;29;181;154,3235834;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Michelle Venturella;F;27;175;158,7328286;United States;Softball;Softball Women's Softball;Gold
Norge Luis Vera Peralta;M;29;191;198,4160358;Cuba;Baseball;Baseball Men's Baseball;Silver
Sibelis Veranes Morell;F;26;164;154,3235834;Cuba;Judo;Judo Women's Middleweight;Gold
"Joachim Hermanus Jacobus ""Jochem"" Verberne";M;22;190;189,5975453;Netherlands;Rowing;Rowing Men's Quadruple Sculls;Silver
Legna Verdecia Rodrguez;F;27;154;114,6403762;Cuba;Judo;Judo Women's Half-Lightweight;Gold
Krisztin Verb;M;23;190;194,0067906;Hungary;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Bronze
kos Vereckei;M;23;188;194,0067906;Hungary;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Gold
Mette Vestergaard Larsen (-Brandt);F;24;172;141,0958477;Denmark;Handball;Handball Women's Handball;Gold
Maria Valentina Vezzali;F;26;164;119,0496215;Italy;Fencing;Fencing Women's Foil, Individual;Gold
Maria Valentina Vezzali;F;26;164;119,0496215;Italy;Fencing;Fencing Women's Foil, Team;Gold
Craig Scott Victory;M;20;179;149,9143382;Australia;Hockey;Hockey Men's Hockey;Bronze
Paolo Vidoz;M;30;190;207,2345263;Italy;Boxing;Boxing Men's Super-Heavyweight;Bronze
Valerie Viehoff;F;24;175;130,0727346;Germany;Rowing;Rowing Women's Lightweight Double Sculls;Silver
Igors Vihrovs;M;22;165;136,6866024;Latvia;Gymnastics;Gymnastics Men's Floor Exercise;Gold
Brenda Villa;F;20;163;174,165187;United States;Water Polo;Water Polo Women's Water Polo;Silver
Marco Villa;M;31;172;165,3466965;Italy;Cycling;Cycling Men's Madison;Bronze
Aleksandr Nikolayevich Vinokurov;M;26;177;149,9143382;Kazakhstan;Cycling;Cycling Men's Road Race, Individual;Silver
Clarence Adam Vinson;M;22;155;119,0496215;United States;Boxing;Boxing Men's Bantamweight;Bronze
Virna Cristine Dantes Dias;F;29;185;158,7328286;Brazil;Volleyball;Volleyball Women's Volleyball;Bronze
Erzsbet Viski;F;20;173;152,1189608;Hungary;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Nicola Vizzoni;M;26;193;277,7824501;Italy;Athletics;Athletics Men's Hammer Throw;Silver
"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels";M;25;181;198,4160358;Netherlands;Hockey;Hockey Men's Hockey;Gold
Stephan Volkert;M;29;200;231,4853751;Germany;Rowing;Rowing Men's Quadruple Sculls;Bronze
Albert Bernard Voorn;M;44;180;169,7559417;Netherlands;Equestrianism;Equestrianism Mixed Jumping, Individual;Silver
Lev Gennadiyevich Voronin;M;29;185;182,9836775;Russia;Handball;Handball Men's Handball;Gold
Ljubomir Vranjes;M;26;166;174,165187;Sweden;Handball;Handball Men's Handball;Silver
Stephan Vuckovic;M;28;179;160,9374513;Germany;Triathlon;Triathlon Men's Olympic Distance;Silver
"Vladimir ""Vlada"" Vujasinovi";M;27;187;216,0530168;Serbia and Montenegro;Water Polo;Water Polo Men's Water Polo;Bronze
Branimir Vujevi;M;25;183;187,3929227;Croatia;Rowing;Rowing Men's Coxed Eights;Bronze
Goran Vujevi;M;27;192;207,2345263;Serbia and Montenegro;Volleyball;Volleyball Men's Volleyball;Gold
Nenad Vukani;M;26;196;213,8483941;Serbia and Montenegro;Water Polo;Water Polo Men's Water Polo;Bronze
Paola Vukojicic;F;26;164;127,868112;Argentina;Hockey;Hockey Women's Hockey;Silver
Igor Vuurovi;M;25;200;189,5975453;Serbia and Montenegro;Volleyball;Volleyball Men's Volleyball;Gold
"Robert Norman ""Rob"" Waddell";M;25;200;227,0761299;New Zealand;Rowing;Rowing Men's Single Sculls;Gold
Katrin Wagner-Augustin;F;22;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Gold
Katrin Wagner-Augustin;F;22;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Sandra Wagner-Sachse;F;31;164;165,3466965;Germany;Archery;Archery Women's Team;Bronze
Erick Wainaina;M;26;175;127,868112;Kenya;Athletics;Athletics Men's Marathon;Silver
Jan-Ove Waldner;M;34;179;167,5513191;Sweden;Table Tennis;Table Tennis Men's Singles;Silver
Walewska Moreira de Oliveira;F;21;190;160,9374513;Brazil;Volleyball;Volleyball Women's Volleyball;Bronze
Ian James Walker;M;30;174;160,9374513;Great Britain;Sailing;Sailing Mixed Two Person Keelboat;Silver
Neil Scott Walker;M;24;195;198,4160358;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Neil Scott Walker;M;24;195;198,4160358;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Ji Glenn Wallace;M;23;175;154,3235834;Australia;Trampolining;Trampolining Men's Individual;Silver
"Getenesh ""Gete"" Wami Degife";F;25;152;92,59415004;Ethiopia;Athletics;Athletics Women's 5,000 metres;Bronze
"Getenesh ""Gete"" Wami Degife";F;25;152;92,59415004;Ethiopia;Athletics;Athletics Women's 10,000 metres;Silver
Wang Haibin;M;26;185;182,9836775;China;Fencing;Fencing Men's Foil, Team;Silver
Wang Liping;F;24;163;101,4126405;China;Athletics;Athletics Women's 20 kilometres Walk;Gold
Wang Liqin;M;22;192;187,3929227;China-2;Table Tennis;Table Tennis Men's Doubles;Gold
Wang Nan;F;21;166;132,2773572;China;Table Tennis;Table Tennis Women's Singles;Gold
Wang Nan;F;21;166;132,2773572;China-1;Table Tennis;Table Tennis Women's Doubles;Gold
Wang Yifu;M;39;174;187,3929227;China;Shooting;Shooting Men's Air Pistol, 10 metres;Silver
Natalie Anne Ward;F;24;168;141,0958477;Australia;Softball;Softball Women's Softball;Bronze
"Deborah Kathleen ""Debbie"" Watson";F;34;178;156,528206;Australia;Water Polo;Water Polo Women's Water Polo;Gold
"Joshua John ""Josh"" Watson";M;23;184;176,3698096;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Alexander Weber (-Achten);M;22;;;Germany;Fencing;Fencing Men's Sabre, Team;Bronze
Monika Weber-Koszto (-Schreck, -Clasen);F;34;166;112,4357536;Germany;Fencing;Fencing Women's Foil, Team;Bronze
"Elizabeth Jane ""Liz"" Weekes";F;28;180;149,9143382;Australia;Water Polo;Water Polo Women's Water Polo;Gold
Frdric Jean Santo Weis;M;23;218;242,5084882;France;Basketball;Basketball Men's Basketball;Silver
Stuart Welch;M;22;195;189,5975453;Australia;Rowing;Rowing Men's Coxed Eights;Silver
Ronny Weller;M;31;183;286,6009406;Germany;Weightlifting;Weightlifting Men's Super-Heavyweight;Silver
"Matthew Wayne ""Matt"" Wells";M;22;184;169,7559417;Australia;Hockey;Hockey Men's Hockey;Bronze
"Matthew James ""Matt"" Welsh";M;23;188;176,3698096;Australia;Swimming;Swimming Men's 100 metres Backstroke;Silver
"Matthew James ""Matt"" Welsh";M;23;188;176,3698096;Australia;Swimming;Swimming Men's 200 metres Backstroke;Bronze
"Matthew James ""Matt"" Welsh";M;23;188;176,3698096;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Isabelle Regina Werth;F;31;169;145,5050929;Germany;Equestrianism;Equestrianism Mixed Dressage, Individual;Silver
Isabelle Regina Werth;F;31;169;145,5050929;Germany;Equestrianism;Equestrianism Mixed Dressage, Team;Gold
Kieran Martin West;M;22;204;220,462262;Great Britain;Rowing;Rowing Men's Coxed Eights;Gold
Marieke Aleida Westerhof;F;26;186;165,3466965;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
"Rodney E. ""Rod"" White";M;23;183;171,9605644;United States;Archery;Archery Men's Team;Bronze
Tarnee Renee White (-Southwell);F;19;165;127,868112;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Simon St. Quentin Whitfield;M;25;177;154,3235834;Canada;Triathlon;Triathlon Men's Olympic Distance;Gold
"Jennifer Hazel ""Jenny"" Whittle";F;27;197;187,3929227;Australia;Basketball;Basketball Women's Basketball;Silver
Bettina Wiegmann;F;28;170;134,4819798;Germany;Football;Football Women's Football;Bronze
Tim Wiesktter;M;21;191;196,2114132;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Bronze
Linden Wiesman;F;25;175;141,0958477;United States;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Bradley Marc Wiggins;M;20;190;180,7790548;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Bronze
Candra Wijaya;M;24;173;147,7097155;Indonesia;Badminton;Badminton Men's Doubles;Gold
"Thomas Peter ""Tom"" Wilkens";M;24;188;180,7790548;United States;Swimming;Swimming Men's 200 metres Individual Medley;Bronze
"Stephen Bradley ""Brad"" Wilkerson";M;23;180;189,5975453;United States;Baseball;Baseball Men's Baseball;Gold
Brooke Wilkins;F;26;175;158,7328286;Australia;Softball;Softball Women's Softball;Bronze
Laura Ann Wilkinson (-Hulseman);F;22;168;125,6634893;United States;Diving;Diving Women's Platform;Gold
"Christopher A. ""Chris"" Williams";M;28;178;149,9143382;Jamaica;Athletics;Athletics Men's 4 x 400 metres Relay;Silver
Christa Lee Williams;F;22;172;158,7328286;United States;Softball;Softball Women's Softball;Gold
Natalie Jean Williams;F;29;188;176,3698096;United States;Basketball;Basketball Women's Basketball;Gold
Serena Jamika Williams;F;18;175;154,3235834;United States;Tennis;Tennis Women's Doubles;Gold
Todd Michael Williams;M;29;190;189,5975453;United States;Baseball;Baseball Men's Baseball;Gold
Venus Ebony Starr Williams;F;20;185;165,3466965;United States;Tennis;Tennis Women's Singles;Gold
Venus Ebony Starr Williams;F;20;185;165,3466965;United States;Tennis;Tennis Women's Doubles;Gold
Bernard Rollen Williams, III;M;22;183;178,5744322;United States;Athletics;Athletics Men's 4 x 100 metres Relay;Gold
Ricardo Williams, Jr.;M;19;170;138,8912251;United States;Boxing;Boxing Men's Light-Welterweight;Silver
Andr Willms;M;27;201;222,6668846;Germany;Rowing;Rowing Men's Quadruple Sculls;Bronze
"Pieter ""Peter"" Windt";M;27;188;167,5513191;Netherlands;Hockey;Hockey Men's Hockey;Gold
Hans Einar Magnus Wislander;M;36;194;207,2345263;Sweden;Handball;Handball Men's Handball;Silver
Marek Krzysztof Witkowski;M;26;185;191,8021679;Poland;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
Million Wolde;M;21;175;130,0727346;Ethiopia;Athletics;Athletics Men's 5,000 metres;Gold
Barbara Mirosawa Wolnicka-Szewczyk;F;30;187;156,528206;Poland;Fencing;Fencing Women's Foil, Team;Silver
Kara Elizabeth Wolters (-Drinan);F;25;201;209,4391489;United States;Basketball;Basketball Women's Basketball;Gold
Pierre Nlend Wome;M;21;178;171,9605644;Cameroon;Football;Football Men's Football;Gold
Todd Andrew Woodbridge;M;29;178;165,3466965;Australia;Tennis;Tennis Men's Doubles;Silver
Mark Raymond Woodforde;M;34;183;176,3698096;Australia;Tennis;Tennis Men's Doubles;Silver
Danielle Woodhouse (Gusterson-);F;31;173;149,9143382;Australia;Water Polo;Water Polo Women's Water Polo;Gold
Taryn Nadine Woods;F;25;175;167,5513191;Australia;Water Polo;Water Polo Women's Water Polo;Gold
Marcel Reinier Wouda;M;28;203;202,825281;Netherlands;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze
Joanne Gwendoline Wright-Goode;F;27;171;149,9143382;Great Britain-2;Badminton;Badminton Mixed Doubles;Bronze
Agata Ewa Wrbel;F;19;173;268,9639596;Poland;Weightlifting;Weightlifting Women's Super-Heavyweight;Silver
Wu Wenxiong;M;19;152;127,868112;China;Weightlifting;Weightlifting Men's Bantamweight;Silver
"Victor Steven ""Vic"" Wunderle";M;24;185;163,1420739;United States;Archery;Archery Men's Individual;Silver
"Victor Steven ""Vic"" Wunderle";M;24;185;163,1420739;United States;Archery;Archery Men's Team;Bronze
Tina Wunderlich;F;22;177;167,5513191;Germany;Football;Football Women's Football;Bronze
Milton Ariel Wynants Vzquez;M;28;169;152,1189608;Uruguay;Cycling;Cycling Men's Points Race;Silver
"Xavier ""Xavi"" Hernndez Creus";M;20;175;149,9143382;Spain;Football;Football Men's Football;Silver
Andrei Xepkin Xepkina;M;35;210;273,3732049;Spain;Handball;Handball Men's Handball;Bronze
Xia Xuanze;M;21;178;154,3235834;China;Badminton;Badminton Men's Singles;Bronze
Xiao Hailiang;M;23;165;132,2773572;China;Diving;Diving Men's Synchronized Springboard;Gold
Xiao Junfeng;M;21;163;121,2542441;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Xing Aowei;M;18;171;141,0958477;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Xiong Ni;M;26;166;121,2542441;China;Diving;Diving Men's Springboard;Gold
Xiong Ni;M;26;166;121,2542441;China;Diving;Diving Men's Synchronized Springboard;Gold
Roman Nikolayevich Yakovlev;M;24;201;202,825281;Russia;Volleyball;Volleyball Men's Volleyball;Silver
Miyo Yamada;F;24;161;145,5050929;Japan;Softball;Softball Women's Softball;Silver
Noriko Yamaji;F;29;171;160,9374513;Japan;Softball;Softball Women's Softball;Silver
Mayumi Yamashita;F;24;170;220,462262;Japan;Judo;Judo Women's Heavyweight;Bronze
Yan Sen;M;25;168;132,2773572;China-2;Table Tennis;Table Tennis Men's Doubles;Gold
Yang Ling;M;28;175;165,3466965;China;Shooting;Shooting Men's Running Target, 10 metres;Gold
Yang Shaoqi;F;24;183;176,3698096;China;Fencing;Fencing Women's epee, Team;Bronze
Yang Wei;F;21;172;138,8912251;China;Badminton;Badminton Women's Doubles;Silver
Yang Wei;M;20;160;119,0496215;China;Gymnastics;Gymnastics Men's Individual All-Around;Silver
Yang Wei;M;20;160;119,0496215;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Yang Xia;F;22;150;116,8449989;China;Weightlifting;Weightlifting Women's Featherweight;Gold
Yang Ying;F;23;165;121,2542441;China-2;Table Tennis;Table Tennis Women's Doubles;Silver
Yang Yun;F;15;158;88,1849048;China;Gymnastics;Gymnastics Women's Uneven Bars;Bronze
Iryna Viktorivna Yanovych;F;24;173;171,9605644;Ukraine;Cycling;Cycling Women's Sprint;Bronze
Irina Vasilyevna Yatchenko;F;34;186;231,4853751;Belarus;Athletics;Athletics Women's Discus Throw;Bronze
Yury Vasilyevich Yatsev;M;21;193;198,4160358;Russia;Water Polo;Water Polo Men's Water Polo;Silver
Ye Chong;M;30;178;163,1420739;China;Fencing;Fencing Men's Foil, Team;Silver
Ye Zhaoying;F;26;175;143,3004703;China;Badminton;Badminton Women's Singles;Bronze
Vyacheslav Vladimirovich Yekimov;M;34;175;147,7097155;Russia;Cycling;Cycling Men's Individual Time Trial;Gold
Yelena Borisovna Yelesina;F;30;183;141,0958477;Russia;Athletics;Athletics Women's High Jump;Gold
Yeo Wun-Gon;M;26;173;152,1189608;South Korea;Hockey;Hockey Men's Hockey;Silver
Hamza Yerlikaya;M;24;176;185,1883001;Turkey;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;Gold
Oksana Ivanovna Yermakova;F;27;170;127,868112;Russia;Fencing;Fencing Women's epee, Team;Gold
Aleksandr Anatolyevich Yeryshov;M;27;180;180,7790548;Russia;Water Polo;Water Polo Men's Water Polo;Silver
Marko Juhani Yli-Hannuksela;M;26;170;176,3698096;Finland;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Bronze
Yoko Yoneda;F;24;164;121,2542441;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Yuko Yoneda;F;21;174;138,8912251;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Michael John York;M;32;183;165,3466965;Australia;Hockey;Hockey Men's Hockey;Bronze
"Ernest Wesley ""Ernie"" Young";M;31;182;233,6899977;United States;Baseball;Baseball Men's Baseball;Gold
"Timothy R. ""Tim"" Young";M;26;172;169,7559417;United States;Baseball;Baseball Men's Baseball;Gold
Yordan Yovchev Yovchev;M;27;163;136,6866024;Bulgaria;Gymnastics;Gymnastics Men's Floor Exercise;Bronze
Yordan Yovchev Yovchev;M;27;163;136,6866024;Bulgaria;Gymnastics;Gymnastics Men's Rings;Bronze
Yu Ji-Hye;F;24;164;121,2542441;South Korea-1;Table Tennis;Table Tennis Women's Doubles;Bronze
Yu Yong-Seong;M;25;173;152,1189608;South Korea-1;Badminton;Badminton Men's Doubles;Silver
Yuan Hua;F;26;172;198,4160358;China;Judo;Judo Women's Heavyweight;Gold
Yun Mi-Jin;F;17;167;121,2542441;South Korea;Archery;Archery Women's Individual;Gold
Yun Mi-Jin;F;17;167;121,2542441;South Korea;Archery;Archery Women's Team;Gold
Mark Zabel;M;27;190;189,5975453;Germany;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
"Ilisaine Karen ""Zaine"" David";F;22;190;154,3235834;Brazil;Basketball;Basketball Women's Basketball;Bronze
Marat Sagitovich Zakirov;M;26;179;180,7790548;Russia;Water Polo;Water Polo Men's Water Polo;Silver
Yelena Mikhaylovna Zamolodchikova;F;17;154;94,79877266;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
Yelena Mikhaylovna Zamolodchikova;F;17;154;94,79877266;Russia;Gymnastics;Gymnastics Women's Floor Exercise;Gold
Yelena Mikhaylovna Zamolodchikova;F;17;154;94,79877266;Russia;Gymnastics;Gymnastics Women's Horse Vault;Gold
Ivn Luis Zamorano Zamora;M;33;179;167,5513191;Chile;Football;Football Men's Football;Bronze
"Jos Marco ""Z Marco"" Nobrega Ferreira de Melo";M;29;190;189,5975453;Brazil-1;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Silver
Jan elezn;M;34;185;189,5975453;Czech Republic;Athletics;Athletics Men's Javelin Throw;Gold
Vsevolods Zeonijs;M;27;172;167,5513191;Latvia;Judo;Judo Men's Lightweight;Bronze
Matteo Zennaro;M;24;192;209,4391489;Italy;Fencing;Fencing Men's Foil, Team;Bronze
Zhan Xugang;M;26;170;159,83514;China;Weightlifting;Weightlifting Men's Middleweight;Gold
Zhang Jun;M;22;175;165,3466965;China-2;Badminton;Badminton Mixed Doubles;Gold
Zhang Xiangxiang;M;17;161;136,6866024;China;Weightlifting;Weightlifting Men's Bantamweight;Bronze
