Names;Gender;Age;Height (cm);Weight (lbs);Team;Sport;Event;Medal
Georgy Aleksandrovich Tsurtsumia;M;23;195;264,5547144;Kazakhstan;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Silver
Olena Leonidivna Tsyhytsia;F;29;180;154,3235834;Ukraine;Handball;Handball Women's Handball;Bronze
Aleksandr Arkadyevich Tuchkin;M;40;203;220,462262;Russia;Handball;Handball Men's Handball;Bronze
Olaf Karl Tufte;M;28;193;207,2345263;Norway;Rowing;Rowing Men's Single Sculls;Gold
Finn Peter Tugwell;M;28;178;145,5050929;Denmark;Table Tennis;Table Tennis Men's Doubles;Bronze
Derartu Tulu;F;32;160;99,2080179;Ethiopia;Athletics;Athletics Women's 10,000 metres;Bronze
Valentina Turisini;F;34;167;136,6866024;Italy;Shooting;Shooting Women's Small-Bore Rifle, Three Positions, 50 metres;Silver
Eduard Avtandilovich Tyukin;M;26;177;185,1883001;Russia;Weightlifting;Weightlifting Men's Middle-Heavyweight;Bronze
Masato Uchishiba;M;26;160;145,5050929;Japan;Judo;Judo Men's Half-Lightweight;Gold
Enee Enefiok Udo-Obong;M;22;185;180,7790548;Nigeria;Athletics;Athletics Men's 4 x 400 metres Relay;Bronze
Vanja (Franjo-) Udovii;M;21;193;207,2345263;Serbia and Montenegro;Water Polo;Water Polo Men's Water Polo;Silver
Koji Uehara;M;29;186;187,3929227;Japan;Baseball;Baseball Men's Baseball;Bronze
Masae Ueno;F;25;160;154,3235834;Japan;Judo;Judo Women's Middleweight;Gold
Yukiko Ueno;F;22;174;158,7328286;Japan;Softball;Softball Women's Softball;Bronze
Stefan Ulm;M;28;188;182,9836775;Germany;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
Sarah Elizabeth Ulmer;F;28;167;141,0958477;New Zealand;Cycling;Cycling Women's Individual Pursuit, 3,000 metres;Gold
Yoandri Urgells Cobas;M;23;178;189,5975453;Cuba;Baseball;Baseball Men's Baseball;Gold
Osmani Urrutia Ramrez;M;28;178;235,8946203;Cuba;Baseball;Baseball Men's Baseball;Gold
Marius Daniel Urzic;M;28;163;125,6634893;Romania;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Marius Daniel Urzic;M;28;163;125,6634893;Romania;Gymnastics;Gymnastics Men's Pommelled Horse;Silver
Konstantin Anatolyevich Ushakov;M;34;198;169,7559417;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
Reika Utsugi;F;41;170;149,9143382;Japan;Softball;Softball Women's Softball;Bronze
Andrew Utting;M;26;187;216,0530168;Australia;Baseball;Baseball Men's Baseball;Silver
Attila Sandr Vajda;M;21;177;189,5975453;Hungary;Canoeing;Canoeing Men's Canadian Singles, 1,000 metres;Bronze
Franziska van Almsick;F;26;181;145,5050929;Germany;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze
Franziska van Almsick;F;26;181;145,5050929;Germany;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Rodney Van Buizen;M;23;180;202,825281;Australia;Baseball;Baseball Men's Baseball;Silver
Pieter Cornelis Martijn van den Hoogenband;M;26;193;176,3698096;Netherlands;Swimming;Swimming Men's 100 metres Freestyle;Gold
Pieter Cornelis Martijn van den Hoogenband;M;26;193;176,3698096;Netherlands;Swimming;Swimming Men's 200 metres Freestyle;Silver
Pieter Cornelis Martijn van den Hoogenband;M;26;193;176,3698096;Netherlands;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Dennis van der Geest;M;29;196;282,1916954;Netherlands;Judo;Judo Men's Heavyweight;Bronze
Kirsten Irene Merian van der Kolk (-Aardewijn);F;28;172;121,2542441;Netherlands;Rowing;Rowing Women's Lightweight Double Sculls;Bronze
Macha Alexandra van der Vaart;F;32;164;114,6403762;Netherlands;Hockey;Hockey Women's Hockey;Silver
Sander Petrus Henricus van der Weide;M;28;183;178,5744322;Netherlands;Hockey;Hockey Men's Hockey;Silver
Marit van Eupen;F;34;176;130,0727346;Netherlands;Rowing;Rowing Women's Lightweight Double Sculls;Bronze
"Marianne Antoinette ""Miek"" van Geenhuizen";F;22;166;138,8912251;Netherlands;Hockey;Hockey Women's Hockey;Silver
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven";F;36;172;123,4588667;Netherlands;Equestrianism;Equestrianism Mixed Dressage, Individual;Gold
Lieve van Kessel;F;26;169;145,5050929;Netherlands;Hockey;Hockey Women's Hockey;Silver
Adam Joseph Van Koeverden;M;22;182;187,3929227;Canada;Canoeing;Canoeing Men's Kayak Singles, 500 metres;Gold
Adam Joseph Van Koeverden;M;22;182;187,3929227;Canada;Canoeing;Canoeing Men's Kayak Singles, 1,000 metres;Bronze
Annemarieke van Rumpt;F;24;186;160,9374513;Netherlands;Rowing;Rowing Women's Coxed Eights;Bronze
Peter William Vanderkaay;M;20;193;209,4391489;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Simone Vanni;M;25;176;160,9374513;Italy;Fencing;Fencing Men's Foil, Team;Gold
Tams Varga;M;29;201;231,4853751;Hungary;Water Polo;Water Polo Men's Water Polo;Gold
Attila Vri;M;28;200;205,0299037;Hungary;Water Polo;Water Polo Men's Water Polo;Gold
Vadims Vasievskis;M;22;188;224,8715072;Latvia;Athletics;Athletics Men's Javelin Throw;Silver
Mark Hermanus Maria Veens;M;26;189;198,4160358;Netherlands;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Klaas Willem Veering;M;22;190;189,5975453;Netherlands;Hockey;Hockey Men's Hockey;Silver
Manuel Alberto Vega Tamayo;M;29;191;187,3929227;Cuba;Baseball;Baseball Men's Baseball;Gold
"Magdalena Johanna Maria ""Marleen"" Veldhuis";F;25;182;147,7097155;Netherlands;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Adam Joseph Vella;M;33;178;202,825281;Australia;Shooting;Shooting Men's Trap;Bronze
Matthijs Vellenga;M;26;200;205,0299037;Netherlands;Rowing;Rowing Men's Coxed Eights;Silver
Erik K. Vendt;M;23;180;165,3466965;United States;Swimming;Swimming Men's 400 metres Individual Medley;Silver
Norge Luis Vera Peralta;M;33;191;198,4160358;Cuba;Baseball;Baseball Men's Baseball;Gold
Tonya Lynn Verbeek;F;26;165;121,2542441;Canada;Wrestling;Wrestling Women's Lightweight, Freestyle;Silver
Aleksey Igoryevich Verbov;M;22;183;174,165187;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
kos Vereckei;M;26;188;194,0067906;Hungary;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Gold
Maryna Mykolavna Verheliuk (Strilets-);F;26;178;141,0958477;Ukraine;Handball;Handball Women's Handball;Bronze
"Gijsbert Theodor ""Gijs"" Vermeulen";M;23;189;194,0067906;Netherlands;Rowing;Rowing Men's Coxed Eights;Silver
Valerio Vermiglio;M;28;197;185,1883001;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Laura Vernizzi;F;18;175;105,8218858;Italy;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Mette Vestergaard Larsen (-Brandt);F;28;172;141,0958477;Denmark;Handball;Handball Women's Handball;Gold
Maria Valentina Vezzali;F;30;164;119,0496215;Italy;Fencing;Fencing Women's Foil, Individual;Gold
Natalia Va Dufresne Perea;F;31;178;143,3004703;Spain;Sailing;Sailing Women's Two Person Dinghy;Silver
Sbastien Jean Servais Vielledent;M;27;190;187,3929227;France;Rowing;Rowing Men's Double Sculls;Gold
Brenda Villa;F;24;163;174,165187;United States;Water Polo;Water Polo Women's Water Polo;Bronze
Erzsbet Viski;F;24;173;152,1189608;Hungary;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Silver
Erik Vlek;M;22;189;196,2114132;Slovakia;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
Nataliya Aleksandrovna Vodopyanova;F;23;188;171,9605644;Russia;Basketball;Basketball Women's Basketball;Bronze
"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels";M;29;181;198,4160358;Netherlands;Hockey;Hockey Men's Hockey;Silver
Jaroslav Volf;M;24;178;167,5513191;Czech Republic-1;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Bronze
Dana Whitney Vollmer (-Grant);F;16;185;149,9143382;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Bryan Daniel Volpenhein;M;27;191;224,8715072;United States;Rowing;Rowing Men's Coxed Eights;Gold
Frank von Behren;M;27;198;213,8483941;Germany;Handball;Handball Men's Handball;Silver
Igor Vori;M;23;202;244,7131108;Croatia;Handball;Handball Men's Handball;Gold
"Zsuzsanna ""Zsuzsa"" Vrs";F;27;172;132,2773572;Hungary;Modern Pentathlon;Modern Pentathlon Women's Individual;Gold
Aleksey Nikolayevich Voyevodin;M;34;178;149,9143382;Russia;Athletics;Athletics Men's 50 kilometres Walk;Bronze
"Vladimir ""Vlada"" Vujasinovi";M;30;187;216,0530168;Serbia and Montenegro;Water Polo;Water Polo Men's Water Polo;Silver
Paola Vukojicic;F;29;164;127,868112;Argentina;Hockey;Hockey Women's Hockey;Bronze
Drago Vukovi;M;21;194;198,4160358;Croatia;Handball;Handball Men's Handball;Gold
Kazuhiro Wada;M;32;182;198,4160358;Japan;Baseball;Baseball Men's Baseball;Bronze
Tsuyoshi Wada;M;23;179;169,7559417;Japan;Baseball;Baseball Men's Baseball;Bronze
Dwyane Tyrone Wade, Jr.;M;22;193;211,6437715;United States;Basketball;Basketball Men's Basketball;Bronze
"Alyson Kay ""Aly"" Wagner (-Eyre)";F;24;165;130,0727346;United States;Football;Football Women's Football;Gold
Katrin Wagner-Augustin;F;26;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Peggy Waleska;F;24;180;152,1189608;Germany;Rowing;Rowing Women's Double Sculls;Silver
Neil Scott Walker;M;28;195;198,4160358;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Neil Scott Walker;M;28;195;198,4160358;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Campbell Walsh;M;26;174;136,6866024;Great Britain;Canoeing;Canoeing Men's Kayak Singles, Slalom;Silver
Kerri Lee Walsh Jennings;F;25;191;160,9374513;United States-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Gold
Louisa Walter (-Keller);F;25;170;145,5050929;Germany;Hockey;Hockey Women's Hockey;Gold
"Mary Abigail ""Abby"" Wambach";F;24;180;178,5744322;United States;Football;Football Women's Football;Gold
Wang Cheng-Pang;M;17;178;185,1883001;Chinese Taipei;Archery;Archery Men's Team;Silver
Wang Chengyi;F;21;157;110,231131;China;Shooting;Shooting Women's Small-Bore Rifle, Three Positions, 50 metres;Bronze
Wang Haibin;M;30;185;182,9836775;China;Fencing;Fencing Men's Foil, Team;Silver
Wang Hao;M;20;175;171,9605644;China;Table Tennis;Table Tennis Men's Singles;Silver
Wang Lei;M;23;190;238,099243;China;Fencing;Fencing Men's epee, Individual;Silver
Wang Lina;F;26;181;165,3466965;China;Volleyball;Volleyball Women's Volleyball;Gold
Wang Liqin;M;26;192;187,3929227;China;Table Tennis;Table Tennis Men's Singles;Bronze
Wang Nan;F;25;166;132,2773572;China-1;Table Tennis;Table Tennis Women's Doubles;Gold
Wang Xu;F;18;170;165,3466965;China;Wrestling;Wrestling Women's Heavyweight, Freestyle;Gold
Wang Yifu;M;43;174;187,3929227;China;Shooting;Shooting Men's Air Pistol, 10 metres;Gold
Wang Zheng;M;25;183;154,3235834;China;Shooting;Shooting Men's Double Trap;Bronze
Andre Ward;M;20;185;176,3698096;United States;Boxing;Boxing Men's Light-Heavyweight;Gold
McLain Ward;M;28;176;154,3235834;United States;Equestrianism;Equestrianism Mixed Jumping, Team;Gold
Natalie Anne Ward;F;28;168;141,0958477;Australia;Softball;Softball Women's Softball;Silver
Jeremy Matthew Wariner;M;20;188;156,528206;United States;Athletics;Athletics Men's 400 metres;Gold
Jeremy Matthew Wariner;M;20;188;156,528206;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Peter Graham Waterfield;M;23;167;143,3004703;Great Britain;Diving;Diving Men's Synchronized Platform;Silver
Natasha Watley;F;22;175;171,9605644;United States;Softball;Softball Women's Softball;Gold
Sarah Kathleen Webb (-Gosling);F;27;176;149,9143382;Great Britain;Sailing;Sailing Women's Three Person Keelboat;Gold
Froukje Wegman;F;25;177;154,3235834;Netherlands;Rowing;Rowing Women's Coxed Eights;Bronze
Wei Ning;F;22;167;132,2773572;China;Shooting;Shooting Women's Skeet;Silver
Saul Weigopwa;M;18;175;156,528206;Nigeria;Athletics;Athletics Men's 4 x 400 metres Relay;Bronze
Amanda Jo Weir (-Davis);F;18;188;169,7559417;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Amanda Jo Weir (-Davis);F;18;188;169,7559417;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Tibor Weienborn;M;23;175;154,3235834;Germany;Hockey;Hockey Men's Hockey;Bronze
Stuart Welch;M;26;195;189,5975453;Australia;Rowing;Rowing Men's Coxed Eights;Bronze
"Matthew Wayne ""Matt"" Wells";M;26;184;169,7559417;Australia;Hockey;Hockey Men's Hockey;Gold
Andreas Wels;M;29;181;163,1420739;Germany;Diving;Diving Men's Synchronized Springboard;Silver
Timo We;M;22;175;163,1420739;Germany;Hockey;Hockey Men's Hockey;Bronze
"Jacob ""Jake"" Wetzel";M;27;195;207,2345263;Canada;Rowing;Rowing Men's Coxless Fours;Silver
Mary Rebecca Whipple;F;24;160;105,8218858;United States;Rowing;Rowing Women's Coxed Eights;Silver
Tim Wiesktter;M;25;191;196,2114132;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Gold
Bradley Marc Wiggins;M;24;190;180,7790548;Great Britain;Cycling;Cycling Men's Individual Pursuit, 4,000 metres;Gold
Bradley Marc Wiggins;M;24;190;180,7790548;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Silver
Bradley Marc Wiggins;M;24;190;180,7790548;Great Britain;Cycling;Cycling Men's Madison;Bronze
Ben Wigmore;M;22;184;187,3929227;Australia;Baseball;Baseball Men's Baseball;Silver
Lisa Margrit Wilcox;F;37;;;United States;Equestrianism;Equestrianism Mixed Dressage, Team;Bronze
Brooke Wilkins;F;30;175;158,7328286;Australia;Softball;Softball Women's Softball;Silver
Guillermo Barney Williams;M;27;193;200,6206584;Canada;Rowing;Rowing Men's Coxless Fours;Silver
Glenn David Williams;M;27;188;198,4160358;Australia;Baseball;Baseball Men's Baseball;Silver
"Jeffrey Francis ""Jeff"" Williams";M;32;183;185,1883001;Australia;Baseball;Baseball Men's Baseball;Silver
John Williams;M;39;177;149,9143382;United States;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Lauryn Chenet Williams;F;20;160;147,7097155;United States;Athletics;Athletics Women's 100 metres;Silver
"Stephen David ""Steve"" Williams";M;28;189;216,0530168;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Susan Rene Williams (Bartholomew-);F;35;165;127,868112;United States;Triathlon;Triathlon Women's Olympic Distance;Bronze
Bernard Rollen Williams, III;M;26;183;178,5744322;United States;Athletics;Athletics Men's 200 metres;Silver
Tonique Williams-Darling;F;28;168;130,0727346;Bahamas;Athletics;Athletics Women's 400 metres;Gold
Novlene Hilaire Williams-Mills;F;22;168;125,6634893;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Alison Jane Williamson (-Conaghan);F;32;170;160,9374513;Great Britain;Archery;Archery Women's Individual;Bronze
Darold Andre Williamson;M;21;187;169,7559417;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Kelly Jeromy Willie;M;21;177;158,7328286;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Blaine Carew Wilson;M;30;163;136,6866024;United States;Gymnastics;Gymnastics Men's Team All-Around;Silver
Petra Wimbersky;F;21;165;141,0958477;Germany;Football;Football Women's Football;Bronze
Sarah Catherine Winckless;F;30;190;185,1883001;Great Britain;Rowing;Rowing Women's Double Sculls;Bronze
Arlee Wiratthaworn;F;24;149;105,8218858;Thailand;Weightlifting;Weightlifting Women's Flyweight;Bronze
Matthias Witthaus;M;21;172;154,3235834;Germany;Hockey;Hockey Men's Hockey;Bronze
Ren Wolff;M;26;179;165,3466965;Germany;Cycling;Cycling Men's Sprint;Bronze
Ren Wolff;M;26;179;165,3466965;Germany;Cycling;Cycling Men's Team Sprint;Gold
Mike Wolfs;M;33;183;220,462262;Canada;Sailing;Sailing Men's Two Person Keelboat;Silver
Rubn Oscar Wolkowyski;M;30;208;264,5547144;Argentina;Basketball;Basketball Men's Basketball;Gold
"Gabriel Thomas ""Gabe"" Woodward";M;25;187;182,9836775;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Stephen Brian Wooldridge;M;26;186;171,9605644;Australia;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Ester Workel;F;29;166;110,231131;Netherlands;Rowing;Rowing Women's Coxed Eights;Bronze
Agata Ewa Wrbel;F;22;173;268,9639596;Poland;Weightlifting;Weightlifting Women's Super-Heavyweight;Bronze
Wu Hanxiong;M;23;188;171,9605644;China;Fencing;Fencing Men's Foil, Team;Silver
Wu Hui-Ju;F;21;165;123,4588667;Chinese Taipei;Archery;Archery Women's Team;Bronze
Wu Meijin;M;24;157;127,868112;China;Weightlifting;Weightlifting Men's Bantamweight;Silver
Wu Minxia;F;18;167;114,6403762;China;Diving;Diving Women's Springboard;Silver
Wu Minxia;F;18;167;114,6403762;China;Diving;Diving Women's Synchronized Springboard;Gold
Wu Seon-Hui;F;26;171;127,868112;South Korea;Handball;Handball Women's Handball;Silver
Pia Wunderlich;F;29;173;145,5050929;Germany;Football;Football Women's Football;Bronze
Kerry Anne Wyborn (-Newsome);F;26;168;138,8912251;Australia;Softball;Softball Women's Softball;Silver
Peter Wylde;M;39;182;163,1420739;United States;Equestrianism;Equestrianism Mixed Jumping, Team;Gold
Tomasz Wylenzek;M;21;183;202,825281;Germany;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Gold
Ian Wynne;M;30;184;178,5744322;Great Britain;Canoeing;Canoeing Men's Kayak Singles, 500 metres;Bronze
Xian Dongmei;F;28;158;114,6403762;China;Judo;Judo Women's Half-Lightweight;Gold
Xing Huina;F;20;168;105,8218858;China;Athletics;Athletics Women's 10,000 metres;Gold
Xu Yanwei;F;20;173;154,3235834;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Aleksey Andreyevich Yakimenko;M;20;184;176,3698096;Russia;Fencing;Fencing Men's Sabre, Team;Bronze
Atagn Yalnkaya;M;17;165;105,8218858;Turkey;Boxing;Boxing Men's Light-Flyweight;Silver
Eri Yamada;F;20;165;127,868112;Japan;Softball;Softball Women's Softball;Bronze
Noriko Yamaji;F;33;171;160,9374513;Japan;Softball;Softball Women's Softball;Bronze
Hiroshi Yamamoto;M;41;170;156,528206;Japan;Archery;Archery Men's Individual;Silver
Takashi Yamamoto;M;26;178;158,7328286;Japan;Swimming;Swimming Men's 200 metres Butterfly;Silver
Takashi Yamamoto;M;26;178;158,7328286;Japan;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Bronze
Ivo Dimitrov Yanakiev;M;28;193;220,462262;Bulgaria;Rowing;Rowing Men's Single Sculls;Bronze
Yang Hao;F;24;183;165,3466965;China;Volleyball;Volleyball Women's Volleyball;Gold
Yang Jinghui;M;21;162;114,6403762;China;Diving;Diving Men's Synchronized Platform;Gold
Yang Tae-Yeong;M;24;167;138,8912251;South Korea;Gymnastics;Gymnastics Men's Individual All-Around;Bronze
Yang Wei;F;25;172;138,8912251;China-1;Badminton;Badminton Women's Doubles;Gold
Yang Wenjun;M;20;178;171,9605644;China;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Gold
Yang Yu;F;19;175;149,9143382;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Olena Mykolavna Yatsenko;F;26;168;143,3004703;Ukraine;Handball;Handball Women's Handball;Bronze
Ye Chong;M;34;178;163,1420739;China;Fencing;Fencing Men's Foil, Team;Silver
Andrey Nikolayevich Yegorchev;M;26;205;227,0761299;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
Vyacheslav Vladimirovich Yekimov;M;38;175;147,7097155;Russia;Cycling;Cycling Men's Individual Time Trial;Gold
Serik Samatovich Yeleuov;M;23;169;132,2773572;Kazakhstan;Boxing;Boxing Men's Lightweight;Bronze
Anastasiya Nikolayevna Yermakova;F;21;169;121,2542441;Russia;Synchronized Swimming;Synchronized Swimming Women's Duet;Gold
Anastasiya Nikolayevna Yermakova;F;21;169;121,2542441;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Oksana Ivanovna Yermakova;F;31;170;127,868112;Russia;Fencing;Fencing Women's epee, Team;Gold
Aleksandr Anatolyevich Yeryshov;M;31;180;180,7790548;Russia;Water Polo;Water Polo Men's Water Polo;Bronze
Lyudmila Andreyevna Yezhova-Grebenkova;F;22;140;85,98028218;Russia;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Yin Jian;F;25;170;130,0727346;China;Sailing;Sailing Women's Windsurfer;Silver
Marko Juhani Yli-Hannuksela;M;30;170;176,3698096;Finland;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Silver
Yuki Yokosawa;F;23;153;114,6403762;Japan;Judo;Judo Women's Half-Lightweight;Silver
Isao Yoneda;M;26;172;143,3004703;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Isao Yoneda;M;26;172;143,3004703;Japan;Gymnastics;Gymnastics Men's Horizontal Bar;Bronze
Yoko Yoneda;F;28;164;121,2542441;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Saori Yoshida;F;21;157;121,2542441;Japan;Wrestling;Wrestling Women's Lightweight, Freestyle;Gold
Guard Wayne Young;M;27;160;121,2542441;United States;Gymnastics;Gymnastics Men's Team All-Around;Silver
