Names;Sex;Age;Height;Weight;Team;Sport;Event;Medal
Jaroslav Volf;M;28;178;167,5513191;Czech Republic;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Silver
Aleksandr Aleksandrovich Volkov;M;23;210;198,4160358;Russia;Volleyball;Volleyball Men's Volleyball;Bronze
Yekaterina Gennadyevna Volkova (-Mastrova);F;30;166;123,4588667;Russia;Athletics;Athletics Women's 3,000 metres Steeplechase;Bronze
Bryan Daniel Volpenhein;M;31;191;224,8715072;United States;Rowing;Rowing Men's Coxed Eights;Bronze
Gintar Volungeviit-Scheidt;F;25;172;138,8912251;Lithuania;Sailing;Sailing Women's One Person Dinghy;Silver
Oleksandr Serhiyovych Vorobiov;M;23;158;121,2542441;Ukraine;Gymnastics;Gymnastics Men's Rings;Bronze
Marianne Vos;F;21;169;130,0727346;Netherlands;Cycling;Cycling Women's Points Race;Gold
"Vladimir ""Vlada"" Vujasinovi";M;34;187;216,0530168;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Paola Vukojicic;F;33;164;127,868112;Argentina;Hockey;Hockey Women's Hockey;Bronze
Arkady Arkadyevich Vyachanin;M;24;202;200,6206584;Russia;Swimming;Swimming Men's 100 metres Backstroke;Bronze
Arkady Arkadyevich Vyachanin;M;24;202;200,6206584;Russia;Swimming;Swimming Men's 200 metres Backstroke;Bronze
Dwyane Tyrone Wade, Jr.;M;26;193;211,6437715;United States;Basketball;Basketball Men's Basketball;Gold
"Alyson Kay ""Aly"" Wagner (-Eyre)";F;27;165;130,0727346;United States;Football;Football Women's Football;Gold
Katrin Wagner-Augustin;F;30;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Bronze
Katrin Wagner-Augustin;F;30;179;154,3235834;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Walewska Moreira de Oliveira;F;29;190;160,9374513;Brazil;Volleyball;Volleyball Women's Volleyball;Gold
Melaine Antoinette Walker;F;25;165;116,8449989;Jamaica;Athletics;Athletics Women's 400 metres Hurdles;Gold
"Kenneth Maxwell ""Ken"" Wallace";M;25;190;198,4160358;Australia;Canoeing;Canoeing Men's Kayak Singles, 500 metres;Gold
"Kenneth Maxwell ""Ken"" Wallace";M;25;190;198,4160358;Australia;Canoeing;Canoeing Men's Kayak Singles, 1,000 metres;Bronze
Daniel Walsh;M;29;201;220,462262;United States;Rowing;Rowing Men's Coxed Eights;Bronze
Kerri Lee Walsh Jennings;F;29;191;160,9374513;United States-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Gold
"David ""Dave"" Walters";M;20;191;189,5975453;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Wang Feng;M;29;170;147,7097155;China;Diving;Diving Men's Synchronized Springboard;Gold
Wang Gi-Chun;M;19;171;160,9374513;South Korea;Judo;Judo Men's Lightweight;Silver
Wang Hao;M;24;175;171,9605644;China;Table Tennis;Table Tennis Men's Singles;Silver
Wang Hao;M;24;175;171,9605644;China;Table Tennis;Table Tennis Men's Team;Gold
Wang Jiao;F;20;177;158,7328286;China;Wrestling;Wrestling Women's Heavyweight, Freestyle;Gold
Wang Jie;F;24;187;158,7328286;China-1;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Silver
Wang Jue Gu;F;28;155;138,8912251;Singapore;Table Tennis;Table Tennis Women's Team;Silver
Wang Liqin;M;30;192;187,3929227;China;Table Tennis;Table Tennis Men's Singles;Bronze
Wang Liqin;M;30;192;187,3929227;China;Table Tennis;Table Tennis Men's Team;Gold
Wang Na;F;24;172;127,868112;China;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Wang Nan;F;29;166;132,2773572;China;Table Tennis;Table Tennis Women's Singles;Silver
Wang Nan;F;29;166;132,2773572;China;Table Tennis;Table Tennis Women's Team;Gold
Wang Xin (Ruoxue-);F;15;137;61,72943336;China;Diving;Diving Women's Platform;Bronze
Wang Xin (Ruoxue-);F;15;137;61,72943336;China;Diving;Diving Women's Synchronized Platform;Gold
Wang Yimei;F;20;190;198,4160358;China;Volleyball;Volleyball Women's Volleyball;Bronze
"Samuel Kamau ""Sammy"" Wanjiru";M;21;163;112,4357536;Kenya;Athletics;Athletics Men's Marathon;Gold
"Rebecca Claire ""Becca"" Ward";F;18;170;134,4819798;United States;Fencing;Fencing Women's Sabre, Individual;Bronze
"Rebecca Claire ""Becca"" Ward";F;18;170;134,4819798;United States;Fencing;Fencing Women's Sabre, Team;Bronze
McLain Ward;M;32;176;154,3235834;United States;Equestrianism;Equestrianism Mixed Jumping, Team;Gold
Natalie Anne Ward;F;32;168;141,0958477;Australia;Softball;Softball Women's Softball;Bronze
Jeremy Matthew Wariner;M;24;188;156,528206;United States;Athletics;Athletics Men's 400 metres;Silver
Jeremy Matthew Wariner;M;24;188;156,528206;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Jonas Warrer;M;29;181;169,7559417;Denmark;Sailing;Sailing Mixed Skiff;Gold
Konrad Wasielewski;M;23;194;200,6206584;Poland;Rowing;Rowing Men's Quadruple Sculls;Gold
Conny Wamuth;F;25;167;141,0958477;Germany;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Natasha Watley;F;26;175;171,9605644;United States;Softball;Softball Women's Softball;Silver
Stanislas Wawrinka;M;23;183;174,165187;Switzerland;Tennis;Tennis Men's Doubles;Gold
Casey McGhee Weathers;M;23;185;218,2576394;United States;Baseball;Baseball Men's Baseball;Bronze
Sarah Kathleen Webb (-Gosling);F;31;176;149,9143382;Great Britain;Sailing;Sailing Women's Three Person Keelboat;Gold
Garrett Weber-Gale;M;23;188;180,7790548;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Garrett Weber-Gale;M;23;188;180,7790548;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Wei Qiuyue;F;19;182;143,3004703;China;Volleyball;Volleyball Women's Volleyball;Bronze
Wei Yili;F;26;175;149,9143382;China-2;Badminton;Badminton Women's Doubles;Bronze
"Johannes-Maximilian ""Max"" Weinhold";M;26;196;220,462262;Germany;Hockey;Hockey Men's Hockey;Gold
Tibor Weienborn;M;27;175;154,3235834;Germany;Hockey;Hockey Men's Hockey;Gold
"Matthew Wayne ""Matt"" Wells";M;30;184;169,7559417;Australia;Hockey;Hockey Men's Hockey;Bronze
"Matthew Ward ""Matt"" Wells";M;28;190;205,0299037;Great Britain;Rowing;Rowing Men's Double Sculls;Bronze
Lidewij Marsia Maria Welten;F;18;170;141,0958477;Netherlands;Hockey;Hockey Women's Hockey;Gold
Lauren Ashley Wenger (-Trapani);F;24;191;169,7559417;United States;Water Polo;Water Polo Women's Water Polo;Silver
Isabelle Regina Werth;F;39;169;145,5050929;Germany;Equestrianism;Equestrianism Mixed Dressage, Individual;Silver
Isabelle Regina Werth;F;39;169;145,5050929;Satchmo;Equestrianism;Equestrianism Mixed Dressage, Team;Gold
Benjamin We;M;23;176;158,7328286;Germany;Hockey;Hockey Men's Hockey;Gold
Timo We;M;26;175;163,1420739;Germany;Hockey;Hockey Men's Hockey;Gold
"A. Joshua ""Josh"" West";M;31;207;231,4853751;Great Britain;Rowing;Rowing Men's Coxed Eights;Silver
"Jacob ""Jake"" Wetzel";M;31;195;207,2345263;Canada;Rowing;Rowing Men's Coxed Eights;Gold
Adam Wheeler;M;27;191;211,6437715;United States;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;Bronze
Mary Rebecca Whipple;F;28;160;105,8218858;United States;Rowing;Rowing Women's Coxed Eights;Gold
Tarnee Renee White (-Southwell);F;27;165;127,868112;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Simon St. Quentin Whitfield;M;33;177;154,3235834;Canada;Triathlon;Triathlon Men's Olympic Distance;Silver
Rosemarie Whyte;F;21;174;143,3004703;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Nova Widianto;M;30;179;160,9374513;Indonesia-1;Badminton;Badminton Mixed Doubles;Silver
Adam Andrzej Wiercioch;M;27;180;165,3466965;Poland;Fencing;Fencing Men's epee, Team;Silver
Tim Wiesktter;M;29;191;196,2114132;Germany;Canoeing;Canoeing Men's Kayak Doubles, 500 metres;Silver
Agnieszka Jadwiga Wieszczek-Kordus;F;25;175;152,1189608;Poland;Wrestling;Wrestling Women's Heavyweight, Freestyle;Bronze
Bradley Marc Wiggins;M;28;190;180,7790548;Great Britain;Cycling;Cycling Men's Individual Pursuit, 4,000 metres;Gold
Bradley Marc Wiggins;M;28;190;180,7790548;Great Britain;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Gold
Deontay Leshun Wilder;M;22;201;200,6206584;United States;Boxing;Boxing Men's Heavyweight;Bronze
"Benjamin Marshall ""Ben"" Wildman-Tobriner";M;23;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Bobby-Gaye Wilkins (-Gooden);F;19;;;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Elisabeth Willeboordse;F;29;169;138,8912251;Netherlands;Judo;Judo Women's Half-Middleweight;Bronze
Andrae Williams;M;25;185;185,1883001;Bahamas;Athletics;Athletics Men's 4 x 400 metres Relay;Silver
Deron Michael Williams;M;24;191;209,4391489;United States;Basketball;Basketball Men's Basketball;Gold
James Leighman Williams;M;22;188;165,3466965;United States;Fencing;Fencing Men's Sabre, Team;Silver
Serena Jamika Williams;F;26;175;154,3235834;United States-2;Tennis;Tennis Women's Doubles;Gold
Shericka Nicola Williams;F;22;170;141,0958477;Jamaica;Athletics;Athletics Women's 400 metres;Silver
Shericka Nicola Williams;F;22;170;141,0958477;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
"Stephen David ""Steve"" Williams";M;32;189;216,0530168;Great Britain;Rowing;Rowing Men's Coxless Fours;Gold
Venus Ebony Starr Williams;F;28;185;165,3466965;United States-2;Tennis;Tennis Women's Doubles;Gold
Novlene Hilaire Williams-Mills;F;26;168;125,6634893;Jamaica;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
"Nicholas Ian ""Nick"" Willis";M;25;183;149,9143382;New Zealand;Athletics;Athletics Men's 1,500 metres;Silver
Kim Marie Willoughby;F;27;178;165,3466965;United States;Volleyball;Volleyball Women's Volleyball;Silver
Nathan James Wilmot;M;28;183;141,0958477;Australia;Sailing;Sailing Men's Two Person Dinghy;Gold
"Philippa Claire ""Pippa"" Wilson";F;22;171;138,8912251;Great Britain;Sailing;Sailing Women's Three Person Keelboat;Gold
Elsie Windes;F;23;178;154,3235834;United States;Water Polo;Water Polo Women's Water Polo;Silver
Mary Wineberg (Danner-);F;28;178;136,6866024;United States;Athletics;Athletics Women's 4 x 400 metres Relay;Gold
"Reginald Edwin ""Regi"" Witherspoon";M;23;178;174,165187;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
Philip Witte;M;24;180;176,3698096;Germany;Hockey;Hockey Men's Hockey;Gold
Merel de Witteveen;F;23;174;141,0958477;Netherlands;Sailing;Sailing Women's Three Person Keelboat;Silver
Matthias Witthaus;M;25;172;154,3235834;Germany;Hockey;Hockey Men's Hockey;Gold
Maja Martyna Woszczowska;F;24;170;119,0496215;Poland;Cycling;Cycling Women's Mountainbike, Cross-Country;Silver
Won Ok-Im;F;21;162;145,5050929;North Korea;Judo;Judo Women's Half-Middleweight;Bronze
Ester Workel;F;33;166;110,231131;Netherlands;Rowing;Rowing Women's Coxed Eights;Silver
Adam Perry Wright;M;31;191;196,2114132;United States;Water Polo;Water Polo Men's Water Polo;Silver
Belinda Wright (-Barnes);F;27;170;138,8912251;Australia;Softball;Softball Women's Softball;Bronze
Wu Jingyu;F;21;167;112,4357536;China;Taekwondo;Taekwondo Women's Flyweight;Gold
Melissa Paige Wu;F;16;152;110,231131;Australia;Diving;Diving Women's Synchronized Platform;Silver
Wu Minxia;F;22;167;114,6403762;China;Diving;Diving Women's Springboard;Bronze
Wu Minxia;F;22;167;114,6403762;China;Diving;Diving Women's Synchronized Springboard;Gold
Wu You;F;24;182;171,9605644;China;Rowing;Rowing Women's Coxless Pairs;Silver
Kerry Anne Wyborn (-Newsome);F;30;168;138,8912251;Australia;Softball;Softball Women's Softball;Bronze
Tomasz Wylenzek;M;25;183;202,825281;Germany;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Bronze
Tomasz Wylenzek;M;25;183;202,825281;Germany;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Silver
Xi Aihua;F;26;182;176,3698096;China;Rowing;Rowing Women's Quadruple Sculls;Gold
Xian Dongmei;F;32;158;114,6403762;China;Judo;Judo Women's Half-Lightweight;Gold
Xiao Qin;M;23;163;114,6403762;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Xiao Qin;M;23;163;114,6403762;China;Gymnastics;Gymnastics Men's Pommelled Horse;Gold
Xie Xingfan;F;27;178;132,2773572;China;Badminton;Badminton Women's Singles;Silver
Xu Li;F;18;168;121,2542441;China;Wrestling;Wrestling Women's Lightweight, Freestyle;Silver
Xu Lijia;F;20;176;132,2773572;China;Sailing;Sailing Women's One Person Dinghy;Bronze
Xu Tianlongzi;F;17;168;123,4588667;China;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Xu Yan;F;26;166;125,6634893;China;Judo;Judo Women's Lightweight;Bronze
Xu Yunli;F;21;195;165,3466965;China;Volleyball;Volleyball Women's Volleyball;Bronze
Xue Chen;F;19;190;174,165187;China-2;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Bronze
Xue Haifeng;M;28;181;194,0067906;China;Archery;Archery Men's Team;Bronze
Xue Ming;F;21;193;149,9143382;China;Volleyball;Volleyball Women's Volleyball;Bronze
Eri Yamada;F;24;165;127,868112;Japan;Softball;Softball Women's Softball;Gold
Yan Zi;F;23;171;121,2542441;China-1;Tennis;Tennis Women's Doubles;Bronze
Yavor Dimitrov Yanakiev;M;23;175;163,1420739;Bulgaria;Wrestling;Wrestling Men's Middleweight, Greco-Roman;Bronze
Yang Hao;F;28;183;165,3466965;China;Volleyball;Volleyball Women's Volleyball;Bronze
Yang Wei;M;28;160;119,0496215;China;Gymnastics;Gymnastics Men's Individual All-Around;Gold
Yang Wei;M;28;160;119,0496215;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Yang Wei;M;28;160;119,0496215;China;Gymnastics;Gymnastics Men's Rings;Silver
Yang Wenjun;M;24;178;171,9605644;China;Canoeing;Canoeing Men's Canadian Doubles, 500 metres;Gold
Yang Xiuli;F;24;173;169,7559417;China;Judo;Judo Women's Half-Heavyweight;Gold
Yang Yilin;F;15;150;77,1617917;China;Gymnastics;Gymnastics Women's Individual All-Around;Bronze
Yang Yilin;F;15;150;77,1617917;China;Gymnastics;Gymnastics Women's Team All-Around;Gold
Yang Yilin;F;15;150;77,1617917;China;Gymnastics;Gymnastics Women's Uneven Bars;Bronze
Yang Yu;F;23;175;149,9143382;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Alfred Kirwa Yego;M;21;175;123,4588667;Kenya;Athletics;Athletics Men's 800 metres;Bronze
Anastasiya Nikolayevna Yermakova;F;25;169;121,2542441;Russia;Synchronized Swimming;Synchronized Swimming Women's Duet;Gold
Anastasiya Nikolayevna Yermakova;F;25;169;121,2542441;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Nadezhda Aleksandrovna Yevstyukhina;F;20;167;163,1420739;Russia;Weightlifting;Weightlifting Women's Heavyweight;Bronze
Yin Jian;F;29;170;130,0727346;China;Sailing;Sailing Women's Windsurfer;Gold
Yoon Jae-Young;M;25;172;145,5050929;South Korea;Table Tennis;Table Tennis Men's Team;Bronze
Yoon Jin-Hee;F;22;158;116,8449989;South Korea;Weightlifting;Weightlifting Women's Featherweight;Silver
Yoon Suk-Min;M;22;;;South Korea;Baseball;Baseball Men's Baseball;Gold
Saori Yoshida;F;25;157;121,2542441;Japan;Wrestling;Wrestling Women's Lightweight, Freestyle;Gold
Yu Seung-Min;M;26;178;158,7328286;South Korea;Table Tennis;Table Tennis Men's Team;Bronze
Yu Won-Cheol;M;24;165;130,0727346;South Korea;Gymnastics;Gymnastics Men's Parallel Bars;Silver
Yu Yang;F;22;166;136,6866024;China-1;Badminton;Badminton Mixed Doubles;Bronze
Yu Yang;F;22;166;136,6866024;China-1;Badminton;Badminton Women's Doubles;Gold
Maria Kristin Yulianti;F;23;167;116,8449989;Indonesia;Badminton;Badminton Women's Singles;Bronze
Kenichi Yumoto;M;23;166;132,2773572;Japan;Wrestling;Wrestling Men's Lightweight, Freestyle;Bronze
Yun Ok-Hui;F;23;162;138,8912251;South Korea;Archery;Archery Women's Individual;Bronze
Yun Ok-Hui;F;23;162;138,8912251;South Korea;Archery;Archery Women's Team;Gold
Denys Serhiyovych Yurchenko;M;30;175;165,3466965;Ukraine;Athletics;Athletics Men's Pole Vault;Bronze
Pablo Javier Zabaleta Girod;M;23;174;163,1420739;Argentina;Football;Football Men's Football;Gold
Andrejus Zadneprovskis;M;33;176;163,1420739;Lithuania;Modern Pentathlon;Modern Pentathlon Men's Individual;Bronze
Mariel Leigh Zagunis;F;23;173;158,7328286;United States;Fencing;Fencing Women's Sabre, Individual;Gold
Mariel Leigh Zagunis;F;23;173;158,7328286;United States;Fencing;Fencing Women's Sabre, Team;Bronze
Radosaw Aleksander Zawrotniak;M;26;181;165,3466965;Poland;Fencing;Fencing Men's epee, Team;Silver
Vasilij bogar;M;32;189;216,0530168;Slovenia;Sailing;Sailing Men's One Person Dinghy;Silver
Christopher Zeller;M;23;185;196,2114132;Germany;Hockey;Hockey Men's Hockey;Gold
Philipp Zeller;M;25;183;191,8021679;Germany;Hockey;Hockey Men's Hockey;Gold
Zhang Juanjuan;F;27;169;138,8912251;China;Archery;Archery Women's Individual;Gold
Zhang Juanjuan;F;27;169;138,8912251;China;Archery;Archery Women's Team;Silver
Zhang Lin;M;21;189;169,7559417;China;Swimming;Swimming Men's 400 metres Freestyle;Silver
Zhang Na;F;28;180;158,7328286;China;Volleyball;Volleyball Women's Volleyball;Bronze
Zhang Ning;F;33;175;143,3004703;China;Badminton;Badminton Women's Singles;Gold
Zhang Shuo;F;24;172;110,231131;China;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Zhang Wenxiu;F;22;183;231,4853751;China;Athletics;Athletics Women's Hammer Throw;Bronze
Zhang Xi;F;23;183;158,7328286;China-2;Beach Volleyball;Beach Volleyball Women's Beach Volleyball;Bronze
Zhang Xiangxiang;M;25;161;136,6866024;China;Weightlifting;Weightlifting Men's Featherweight;Gold
Zhang Xiaohuan;F;27;170;121,2542441;China;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Zhang Xiaoping;M;26;188;178,5744322;China;Boxing;Boxing Men's Light-Heavyweight;Gold
Zhang Yangyang;F;19;185;176,3698096;China;Rowing;Rowing Women's Quadruple Sculls;Gold
Zhang Yawen;F;23;162;127,868112;China-2;Badminton;Badminton Women's Doubles;Bronze
Zhang Yimeng;F;24;172;138,8912251;China;Hockey;Hockey Women's Hockey;Silver
Zhang Yining;F;26;168;119,0496215;China;Table Tennis;Table Tennis Women's Singles;Gold
Zhang Yining;F;26;168;119,0496215;China;Table Tennis;Table Tennis Women's Team;Gold
Zhang Zhilei;M;25;200;244,7131108;China;Boxing;Boxing Men's Super-Heavyweight;Silver
Zhao Jing;F;17;176;138,8912251;China;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Zhao Ruirui;F;26;196;154,3235834;China;Volleyball;Volleyball Women's Volleyball;Bronze
Zhao Yudiao;F;19;174;149,9143382;China;Hockey;Hockey Women's Hockey;Silver
Zheng Jie;F;25;164;125,6634893;China-1;Tennis;Tennis Women's Doubles;Bronze
Askhat Rasulovich Zhitkeyev;M;27;187;220,462262;Kazakhstan;Judo;Judo Men's Half-Heavyweight;Silver
Zhong Man;M;25;190;165,3466965;China;Fencing;Fencing Men's Sabre, Individual;Gold
Zhou Chunxiu;F;29;162;99,2080179;China;Athletics;Athletics Women's Marathon;Bronze
Zhou Luxin;M;20;158;105,8218858;China;Diving;Diving Men's Platform;Silver
Zhou Suhong;F;29;182;160,9374513;China;Volleyball;Volleyball Women's Volleyball;Bronze
Zhou Wanfeng;F;28;165;130,0727346;China;Hockey;Hockey Women's Hockey;Silver
Zhou Yafei;F;24;180;154,3235834;China;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Olha Bohdanivna Zhovnir;F;19;165;121,2542441;Ukraine;Fencing;Fencing Women's Sabre, Team;Gold
Zhu Guo;M;23;187;174,165187;China;Taekwondo;Taekwondo Men's Welterweight;Bronze
Zhu Qianwei;F;17;179;149,9143382;China;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Zhu Qinan;M;23;183;165,3466965;China;Shooting;Shooting Men's Air Rifle, 10 metres;Silver
Inna Ivanovna Zhukova;F;21;173;121,2542441;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Individual;Silver
Stanka Zlateva Khristova;F;25;163;158,7328286;Bulgaria;Wrestling;Wrestling Women's Heavyweight, Freestyle;Silver
Zou Kai;M;20;158;121,2542441;China;Gymnastics;Gymnastics Men's Team All-Around;Gold
Zou Kai;M;20;158;121,2542441;China;Gymnastics;Gymnastics Men's Floor Exercise;Gold
Zou Kai;M;20;158;121,2542441;China;Gymnastics;Gymnastics Men's Horizontal Bar;Gold
Zou Shiming;M;27;165;108,0265084;China;Boxing;Boxing Men's Light-Flyweight;Gold
Nathalie Xenia Margareta Benedikte zu Sayn-Wittgenstein-Berleburg;F;33;176;187,3929227;Digby;Equestrianism;Equestrianism Mixed Dressage, Team;Bronze
Shahar Zubari;M;21;177;149,9143382;Israel;Sailing;Sailing Men's Windsurfer;Bronze
Martina Zubi;F;19;173;121,2542441;Croatia;Taekwondo;Taekwondo Women's Featherweight;Bronze
